Entity,Code,Date,"Excess_mortality_P-scores,_ages_15-64","Excess_mortality_P-scores,_ages_65-74","Excess_mortality_P-scores,_ages_75-84","Excess_mortality_P-scores,_ages_85+"
Slovakia,SVK,8/30/2020,-6.91,16.33,7.7,3.93
Slovakia,SVK,9/6/2020,-12.81,-5.02,14.04,-6.36
Slovakia,SVK,9/13/2020,-3.19,4.84,5.96,5.03
Slovenia,SVN,1/5/2020,-5.71,6.65,1.11,-13.75
Slovenia,SVN,1/12/2020,-26.63,11.56,-10.04,-3.23
Slovenia,SVN,1/19/2020,-25.77,-18.58,-14.31,9.77
Slovenia,SVN,1/26/2020,-10.14,-5.19,-12.73,4.55
Slovenia,SVN,2/2/2020,-12.98,16.58,-12.21,0.1
Slovenia,SVN,2/9/2020,-25.5,4.97,-15.72,14.24
Slovenia,SVN,2/16/2020,-2.78,10.41,4.17,15.43
Slovenia,SVN,2/23/2020,-14.53,-14.44,1.62,3.39
Slovenia,SVN,3/1/2020,-37.67,-2.93,-2.86,3.1
Slovenia,SVN,3/8/2020,3.8,-5.17,-6.79,15.6
Slovenia,SVN,3/15/2020,-21.92,-2.51,-4.08,10.07
Slovenia,SVN,3/22/2020,-18.67,10.35,8.44,14.19
Slovenia,SVN,3/29/2020,-33.99,14.24,-19.57,2.17
Slovenia,SVN,4/5/2020,-23.53,-21.97,-15.54,21.02
Slovenia,SVN,4/12/2020,-30.27,15.74,18.58,34.53
Slovenia,SVN,4/19/2020,-2.74,2.45,0.5,24.66
Slovenia,SVN,4/26/2020,-15.62,21.58,-20.04,23.51
Slovenia,SVN,5/3/2020,-24.47,8.47,-5.3,6.5
Slovenia,SVN,5/10/2020,-21.47,43.34,-13.88,15.45
Slovenia,SVN,5/17/2020,-7.89,-7.82,-3.1,11.21
Slovenia,SVN,5/24/2020,0,24.54,5.12,25.39
Slovenia,SVN,5/31/2020,-17.76,-25.68,-4.28,6.44
Slovenia,SVN,6/7/2020,-19,-0.65,-1.34,10.24
Slovenia,SVN,6/14/2020,-7.8,26.32,12.04,12.35
Slovenia,SVN,6/21/2020,-10.22,-3.91,21.39,12.96
Slovenia,SVN,6/28/2020,42.35,17.16,17.11,27.52
Slovenia,SVN,7/5/2020,1.52,-13.31,3.16,16.46
Slovenia,SVN,7/12/2020,-23.08,3.87,-30.3,21.97
Slovenia,SVN,7/19/2020,-40.58,0.67,-12.05,26.25
Slovenia,SVN,7/26/2020,-19.21,-3.23,-9.25,18.4
Slovenia,SVN,8/2/2020,0.32,0.96,-12.04,36.74
Slovenia,SVN,8/9/2020,-24.56,8.2,4.61,20.03
Slovenia,SVN,8/16/2020,-17.18,33.54,11.22,11.11
Slovenia,SVN,8/23/2020,-37.69,-6.16,-1.98,20.95
Slovenia,SVN,8/30/2020,-26.3,-12.39,-6.65,10.72
Slovenia,SVN,9/6/2020,-7.05,-6.56,5.81,30.7
Slovenia,SVN,9/13/2020,-1.93,11.46,-3.56,24.39
Slovenia,SVN,9/20/2020,-4.91,23.49,9.92,28.98
Slovenia,SVN,9/27/2020,-3.06,-10.71,-1.57,9.55
South Korea,KOR,1/5/2020,1.33,-4.03,7.48,12.61
South Korea,KOR,1/12/2020,-5.18,-0.06,-0.27,15.58
South Korea,KOR,1/19/2020,-1.7,-6.53,5.86,16.47
South Korea,KOR,1/26/2020,-0.73,-0.22,5.35,22.21
South Korea,KOR,2/2/2020,-6.46,-6.01,10.92,20.57
South Korea,KOR,2/9/2020,1.49,-0.95,8.77,24.45
South Korea,KOR,2/16/2020,-3.87,-3.29,6.56,15.91
South Korea,KOR,2/23/2020,-5.22,-8.8,0.32,13.57
South Korea,KOR,3/1/2020,-5.06,-6.22,2,13.72
South Korea,KOR,3/8/2020,-1.8,-1.28,0.44,11.83
South Korea,KOR,3/15/2020,-3.58,-4.85,-1.24,21.25
South Korea,KOR,3/22/2020,2.41,2.38,1.96,9.51
South Korea,KOR,3/29/2020,-5.83,-6.2,1.12,14.81
South Korea,KOR,4/5/2020,-3.59,-11.81,-3.11,16.17
South Korea,KOR,4/12/2020,-2.45,3.78,6,21.59
South Korea,KOR,4/19/2020,-6.78,-6.88,4.93,20.16
South Korea,KOR,4/26/2020,-6.09,5.5,-2.15,19.42
South Korea,KOR,5/3/2020,3.16,-1.9,6.43,25.94
South Korea,KOR,5/10/2020,-4.07,-5.76,2.29,16.92
South Korea,KOR,5/17/2020,-5.13,-6.29,-2.16,14.91
South Korea,KOR,5/24/2020,-1.25,1.16,-1.51,17.96
South Korea,KOR,5/31/2020,-4.91,-6.64,0.73,11.88
South Korea,KOR,6/7/2020,3.04,-2.41,5.89,24.26
South Korea,KOR,6/14/2020,0.86,6.87,-0.37,23.94
South Korea,KOR,6/21/2020,-6.91,-5.13,4.71,22.33
South Korea,KOR,6/28/2020,-2.01,-1.72,5.47,18.37
South Korea,KOR,7/5/2020,-3.21,1.08,4.49,19.81
South Korea,KOR,7/12/2020,-7.28,-3.83,-0.57,19.34
South Korea,KOR,7/19/2020,2.54,3.21,2.82,20.38
South Korea,KOR,7/26/2020,-1.91,-1.21,4.64,22.2
South Korea,KOR,8/2/2020,-3.43,1.22,-2.37,20.61
South Korea,KOR,8/9/2020,-8.41,-7.33,2.53,19.71
South Korea,KOR,8/16/2020,9.49,0.5,9.63,20.98
South Korea,KOR,8/23/2020,-3.34,7.16,16.77,34.45
South Korea,KOR,8/30/2020,-0.38,2.91,13.96,28.3
South Korea,KOR,9/6/2020,-2.07,-1.32,2.9,22.28
South Korea,KOR,9/13/2020,-4.91,-0.49,4.07,25.02
South Korea,KOR,9/20/2020,-6.61,3.71,4.24,27.68
South Korea,KOR,9/27/2020,-3.11,3.99,2.21,19.1
South Korea,KOR,10/4/2020,-10.7,0.18,-1.91,21.51
Spain,ESP,1/5/2020,-2.97,-0.99,-19.49,-8.14
Spain,ESP,1/12/2020,-1.81,-4.41,-11.77,-5.47
Spain,ESP,1/19/2020,5.79,3.04,-8.71,-4.32
Spain,ESP,1/26/2020,-3.13,8.28,-12.15,-5.34
Spain,ESP,2/2/2020,12.16,-3.13,-12.84,-2.33
Spain,ESP,2/9/2020,5.97,1.77,-10.11,-3.31
Spain,ESP,2/16/2020,-3.93,1.33,-11.74,-5.2
Spain,ESP,2/23/2020,0.34,-4.63,-14.57,-9.72
Spain,ESP,3/1/2020,-4.84,-11,-22.08,-8.83
Spain,ESP,3/8/2020,3.97,-0.58,-6.07,-1.42
Spain,ESP,3/15/2020,6.61,13.03,3.18,12.05
Spain,ESP,3/22/2020,26.47,53.77,61.48,57.42
Spain,ESP,3/29/2020,59.68,143.76,153.73,138.33
Spain,ESP,4/5/2020,61.59,131.84,161.29,185.15
Spain,ESP,4/12/2020,33.77,91.06,104.71,154.55
Spain,ESP,4/19/2020,31.23,46.29,52.48,96.23
Spain,ESP,4/26/2020,9.96,30.47,22.41,50.79
Spain,ESP,5/3/2020,5.86,16.42,6.16,28.66
Spain,ESP,5/10/2020,11.33,17.52,0.8,20.99
Spain,ESP,5/17/2020,7.09,5.16,-3.22,0.38
Spain,ESP,5/24/2020,6.23,7.67,-2.73,4.61
Spain,ESP,5/31/2020,4.97,-0.86,-8.78,1.73
Spain,ESP,6/7/2020,-1.92,8.98,-8.58,-0.58
Spain,ESP,6/14/2020,6.38,-1.94,-7.08,-6.65
Spain,ESP,6/21/2020,-0.58,-0.41,-9.78,-2.12
Spain,ESP,6/28/2020,8.28,6.07,-3.93,5.88
Spain,ESP,7/5/2020,2.74,7.01,-5.58,3.37
Spain,ESP,7/12/2020,3.43,6.73,-3.06,7.32
Spain,ESP,7/19/2020,0.11,8.35,-2.21,6.57
Spain,ESP,7/26/2020,9.75,4.04,-1.36,13.01
Spain,ESP,8/2/2020,12.37,10.81,9.95,22.17
Spain,ESP,8/9/2020,8.97,7.21,10.83,22.8
Spain,ESP,8/16/2020,12.18,10.64,12.05,22.35
Spain,ESP,8/23/2020,13.64,9.59,5.06,20.73
Spain,ESP,8/30/2020,17.34,13.52,9.91,18.36
Spain,ESP,9/6/2020,12.09,19.79,7.72,19.69
Spain,ESP,9/13/2020,12.73,13.06,17.08,28.61
Spain,ESP,9/20/2020,11.42,17.83,13.07,26.65
Spain,ESP,9/27/2020,11.24,14.33,12.28,21.31
Spain,ESP,10/4/2020,12.71,22.54,12.07,20.91
Spain,ESP,10/11/2020,20.72,23.95,14.43,26.21
Spain,ESP,10/18/2020,9.4,21.56,19.38,23.83
Spain,ESP,10/25/2020,20.9,30.39,24.23,38.4
Spain,ESP,11/1/2020,18.8,32.94,29.94,32.64
Sweden,SWE,1/5/2020,-11.42,-12.84,1.48,-10.78
Sweden,SWE,1/12/2020,-0.92,-5.96,-4.22,-2.05
Sweden,SWE,1/19/2020,-15.83,0.48,-3.8,-7.49
Sweden,SWE,1/26/2020,-12.34,-11.08,-1.91,-14.8
Sweden,SWE,2/2/2020,-10.9,-8.07,8.89,-4.62
Sweden,SWE,2/9/2020,-8.04,-17.84,-2.72,-9.06
Sweden,SWE,2/16/2020,-8.42,-10.55,-0.41,-5.52
Sweden,SWE,2/23/2020,-11.35,-9.67,-2.72,-15.45
Sweden,SWE,3/1/2020,-8.29,-14.73,-2.6,-13.64
Sweden,SWE,3/8/2020,-8.13,-0.4,5.25,-11.12
Sweden,SWE,3/15/2020,-2.97,-16.13,-7.88,-8.23
Sweden,SWE,3/22/2020,-10.46,-3.32,14.42,3.5
Sweden,SWE,3/29/2020,4.37,9.4,21.76,8.65
Sweden,SWE,4/5/2020,9.96,30.71,46.55,29.04
Sweden,SWE,4/12/2020,27.06,27.53,60.54,50.82
Sweden,SWE,4/19/2020,22.28,17.63,61.04,47.24
Sweden,SWE,4/26/2020,-4.29,25.09,43.51,41.43
Sweden,SWE,5/3/2020,15.51,19.59,44.86,41.2
Sweden,SWE,5/10/2020,-1.87,16.44,50.55,38.3
Sweden,SWE,5/17/2020,9.46,2.27,44.97,27.84
Sweden,SWE,5/24/2020,14.42,11.15,28.03,26.05
Sweden,SWE,5/31/2020,-4.87,2.44,5.86,10.86
Sweden,SWE,6/7/2020,11.31,-5.03,33.74,9.69
Sweden,SWE,6/14/2020,-16.48,12.5,28.6,10.44
Sweden,SWE,6/21/2020,4.51,-10.12,26.95,6.05
Sweden,SWE,6/28/2020,13.22,-17.93,8.62,14.5
Sweden,SWE,7/5/2020,-13.91,-8.82,10.76,-2.4
Sweden,SWE,7/12/2020,-3.72,-6.61,13.66,-3.96
Sweden,SWE,7/19/2020,-4.32,-4.94,-4.29,-2.53
Sweden,SWE,7/26/2020,-15.33,-3.54,-5.9,5.01
Sweden,SWE,8/2/2020,-4.34,-4.26,13.65,-10.73
Sweden,SWE,8/9/2020,-1.06,-13.7,13.29,4.03
Sweden,SWE,8/16/2020,-2.96,-4.52,11.24,-6.43
Sweden,SWE,8/23/2020,-5.7,-3.39,9.4,1.52
Sweden,SWE,8/30/2020,-10.91,-11.41,2.14,-9.09
Sweden,SWE,9/6/2020,3.53,-10.28,0.14,-4.73
Sweden,SWE,9/13/2020,-15.89,-9.16,4.74,0.09
Sweden,SWE,9/20/2020,-16.01,2.18,0.46,-5.19
Sweden,SWE,9/27/2020,-19.98,-12.43,9.54,-0.2
Sweden,SWE,10/4/2020,-14.78,-8.11,3.92,-8.35
Sweden,SWE,10/11/2020,-17.94,-15.28,5.93,-9.46
Sweden,SWE,10/18/2020,-11.59,-0.66,4.74,-2.64
Sweden,SWE,10/25/2020,-18.22,-17.58,3.82,-6.11
Sweden,SWE,11/1/2020,-22.5,-7.64,10.4,-1.27
Sweden,SWE,11/8/2020,-13.43,-8.31,12.79,-6.8
Switzerland,CHE,1/5/2020,-15.34,-2.78,-7.74,-13.31
Switzerland,CHE,1/12/2020,-6.77,-5.99,-6.59,-10.03
Switzerland,CHE,1/19/2020,-3.75,-9.5,-9.86,-3.56
Switzerland,CHE,1/26/2020,-7.03,13.02,-7.29,-4.21
Switzerland,CHE,2/2/2020,-8.98,-2.71,2.28,-4.62
Switzerland,CHE,2/9/2020,-3.7,2.09,-4.13,-13.73
Switzerland,CHE,2/16/2020,-10.8,-12.12,-5.99,-8.38
Switzerland,CHE,2/23/2020,2.76,-16.51,-11.13,-9.1
Switzerland,CHE,3/1/2020,-6.76,-15.69,-11.78,-11.34
Switzerland,CHE,3/8/2020,-10.47,-12.69,-2.39,-5.74
Switzerland,CHE,3/15/2020,-7.84,-7.84,4.1,1.67
Switzerland,CHE,3/22/2020,-2.09,7.95,27.8,12.23
Switzerland,CHE,3/29/2020,11.81,27.26,23.01,31.67
Switzerland,CHE,4/5/2020,6.22,34.68,43.15,57.68
Switzerland,CHE,4/12/2020,9.69,20.97,29.73,45.06
Switzerland,CHE,4/19/2020,4.01,10.75,26.97,40.48
Switzerland,CHE,4/26/2020,21.19,-3.17,3.99,23.13
Switzerland,CHE,5/3/2020,-18.03,-13.18,-7.02,16.48
Switzerland,CHE,5/10/2020,-3.52,-4.89,-2.8,0.36
Switzerland,CHE,5/17/2020,1.03,-14.37,3.03,-2.38
Switzerland,CHE,5/24/2020,-8.68,2.33,-5.17,0.84
Switzerland,CHE,5/31/2020,1.78,-20.97,-10.32,1.45
Switzerland,CHE,6/7/2020,-6.37,-7.56,-6.01,8.3
Switzerland,CHE,6/14/2020,-8.73,-1.24,4.52,1.37
Switzerland,CHE,6/21/2020,-2.81,-4.34,-7.72,1.36
Switzerland,CHE,6/28/2020,-1.02,-1.23,1.96,-3.6
Switzerland,CHE,7/5/2020,-1.28,-5.11,-0.38,-1.68
Switzerland,CHE,7/12/2020,-2.6,-16.3,5.89,-1.17
Switzerland,CHE,7/19/2020,-20.73,-22.05,-3.12,-4.99
Switzerland,CHE,7/26/2020,0.13,-20.32,1.71,-3.11
Switzerland,CHE,8/2/2020,5.52,-4.62,3.78,15.38
Switzerland,CHE,8/9/2020,-6.77,-3.89,5.86,-2.8
Switzerland,CHE,8/16/2020,8.7,-15.87,7.77,8.04
Switzerland,CHE,8/23/2020,-11.43,-6.43,-1.49,9.5
Switzerland,CHE,8/30/2020,-11.76,-1.25,-5.83,5.32
Switzerland,CHE,9/6/2020,-14.53,-0.69,-1.99,1.04
Switzerland,CHE,9/13/2020,-6.21,-3.53,-0.44,9.27
Switzerland,CHE,9/20/2020,-28.32,-8.89,6.87,8.11
Switzerland,CHE,9/27/2020,3.05,-5.64,-0.56,1.46
Switzerland,CHE,10/4/2020,-15.59,7.38,-3.79,-3.6
Switzerland,CHE,10/11/2020,4.04,-7.37,1.44,7.35
Switzerland,CHE,10/18/2020,-24.47,-14.44,-5.25,10.74
Switzerland,CHE,10/25/2020,-0.79,-3.31,7.96,25.62
Switzerland,CHE,11/1/2020,-29.73,-1.17,15.32,40.3
Taiwan,TWN,1/5/2020,2.16,5.84,-2.33,10.77
Taiwan,TWN,1/12/2020,-1.99,15.97,-3.09,7.25
Taiwan,TWN,1/19/2020,-0.37,8.12,-5.15,4.66
Taiwan,TWN,1/26/2020,-1.38,10.78,-4.2,6.72
Taiwan,TWN,2/2/2020,-2.44,11.17,5.95,10.82
Taiwan,TWN,2/9/2020,-3.29,15.01,4.28,13.55
Taiwan,TWN,2/16/2020,-10.23,12.15,-1.87,7.39
Taiwan,TWN,2/23/2020,-6.38,-0.89,-9.13,10.47
Taiwan,TWN,3/1/2020,-8.26,11.36,0.69,-3.4
Taiwan,TWN,3/8/2020,-0.89,9.9,-4.65,4.46
Taiwan,TWN,3/15/2020,-14.03,0.7,-9.37,-7.06
Taiwan,TWN,3/22/2020,-8.16,5.13,0.51,8.44
Taiwan,TWN,3/29/2020,-12.87,2.71,-5.28,1.87
Taiwan,TWN,4/5/2020,-5.87,9.21,-8.26,0.44
Taiwan,TWN,4/12/2020,-4.32,19.76,-9.07,8.54
Taiwan,TWN,4/19/2020,4.38,10.73,5.34,17.18
Taiwan,TWN,4/26/2020,-6,10.42,-1.18,3.59
Taiwan,TWN,5/3/2020,3.82,12.62,-6.51,8.59
Taiwan,TWN,5/10/2020,4.54,15.22,3.6,4.76
Taiwan,TWN,5/17/2020,-6.75,5.97,-0.55,6.77
Taiwan,TWN,5/24/2020,-7.37,1.84,-5.23,-5.06
Taiwan,TWN,5/31/2020,-13.74,3.78,-5.98,8.35
Taiwan,TWN,6/7/2020,-1.06,4.83,-6.04,5.56
Taiwan,TWN,6/14/2020,-0.68,0.63,-3.93,1.08
Taiwan,TWN,6/21/2020,-13.09,5.47,-6.07,6.27
Taiwan,TWN,6/28/2020,-12.99,12.14,0.75,6.71
Taiwan,TWN,7/5/2020,-10.64,5.78,-3.53,4.11
Taiwan,TWN,7/12/2020,-14.08,5.91,-11.91,0.95
Taiwan,TWN,7/19/2020,-2.87,9.24,-7.36,4.61
Taiwan,TWN,7/26/2020,-15.2,6.68,-1.14,7.15
Taiwan,TWN,8/2/2020,-6.61,3.03,-6.33,-1.6
Taiwan,TWN,8/9/2020,-5.35,0.48,-12.33,-1.39
Taiwan,TWN,8/16/2020,-2.72,6.14,-4.08,-4.2
Taiwan,TWN,8/23/2020,-4.61,12.03,-4.52,3.04
Taiwan,TWN,8/30/2020,-10.51,4.17,-7.23,2.68
Taiwan,TWN,9/6/2020,-2.59,10.54,-9.58,2.59
Taiwan,TWN,9/13/2020,-8.29,7.69,-12.98,8.12
Taiwan,TWN,9/20/2020,-8.87,16.42,-10.65,8.55
Taiwan,TWN,9/27/2020,-5.14,10.89,-3.58,5.42
United States,USA,1/5/2020,1.05,0.72,-0.27,-2.6
United States,USA,1/12/2020,0.8,1.2,0.22,-2.11
United States,USA,1/19/2020,2.28,0.98,0.01,-2.31
United States,USA,1/26/2020,2.66,2.45,1.47,-0.89
United States,USA,2/2/2020,0.94,3.15,2.16,-0.22
United States,USA,2/9/2020,2.81,3.57,2.59,0.2
United States,USA,2/16/2020,1.86,3.51,2.53,0.13
United States,USA,2/23/2020,3.54,4.94,3.94,1.5
United States,USA,3/1/2020,2.76,6.64,5.62,3.12
United States,USA,3/8/2020,3.82,6.81,5.79,3.3
United States,USA,3/15/2020,2.6,7.24,6.23,3.74
United States,USA,3/22/2020,5.9,8.4,7.39,4.86
United States,USA,3/29/2020,12.83,17.47,16.36,13.63
United States,USA,4/5/2020,27.69,35.86,34.58,31.43
United States,USA,4/12/2020,37.61,50.79,49.37,45.86
United States,USA,4/19/2020,32.16,51.14,49.71,46.2
United States,USA,4/26/2020,32.13,45.82,44.44,41.05
United States,USA,5/3/2020,23.72,36.78,35.48,32.3
United States,USA,5/10/2020,25.42,32.4,31.14,28.06
United States,USA,5/17/2020,23.05,28.83,27.62,24.62
United States,USA,5/24/2020,22.2,21.7,20.54,17.7
United States,USA,5/31/2020,17.01,19.75,18.62,15.84
United States,USA,6/7/2020,18.67,15.19,14.1,11.42
United States,USA,6/14/2020,17.84,14.71,13.63,10.97
United States,USA,6/21/2020,17.34,15.13,14.04,11.37
United States,USA,6/28/2020,18.44,16.51,15.4,12.69
United States,USA,7/5/2020,20.19,18.53,17.41,14.66
United States,USA,7/12/2020,27.51,22.61,21.44,18.59
United States,USA,7/19/2020,28.49,27.06,25.85,22.9
United States,USA,7/26/2020,29.12,30.5,29.27,26.23
United States,USA,8/2/2020,27.97,30.72,29.5,26.46
United States,USA,8/9/2020,26.2,28.63,27.43,24.44
United States,USA,8/16/2020,26.96,28.57,27.36,24.36
United States,USA,8/23/2020,22.44,27.07,25.86,22.91
United States,USA,8/30/2020,18.43,21.86,20.72,17.88
United States,USA,9/6/2020,14.76,18.58,17.45,14.69
United States,USA,9/13/2020,14.25,14.53,13.45,10.78
United States,USA,9/20/2020,10.19,14.68,13.6,10.93
United States,USA,9/27/2020,10.61,16.43,15.34,12.64
United States,USA,10/4/2020,4.97,12.07,11.01,8.4
United States,USA,10/11/2020,8.89,14.22,13.14,10.48
United States,USA,10/18/2020,1.71,9.41,8.38,5.84
