Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),COVID(Multiple Causes of Death),COVID(Underlying Cause of Death),Cumulative_COVID_deaths,flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
New Hampshire,2020,2,1/11/2020,263,238,,47,,13,,15,,,,71,11,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Hampshire,2020,3,1/18/2020,245,230,,65,,10,,15,,,,59,12,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Hampshire,2020,4,1/25/2020,241,229,,54,,14,,16,,,,55,12,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Hampshire,2020,5,2/1/2020,240,227,,51,,,,15,,,,54,17,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Hampshire,2020,6,2/8/2020,256,230,,56,10,,,22,,,,53,,0,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
New Hampshire,2020,7,2/15/2020,236,217,,52,,,,20,,,,53,,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
New Hampshire,2020,8,2/22/2020,277,256,,50,,,,20,,11,,62,10,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New Hampshire,2020,9,2/29/2020,228,215,,51,,10,,19,,0,,46,,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
New Hampshire,2020,10,3/7/2020,266,232,,45,,12,,18,,,,55,,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
New Hampshire,2020,11,3/14/2020,240,218,,54,,,11,,,,,56,,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
New Hampshire,2020,12,3/21/2020,252,232,,47,,,11,16,,,,61,10,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Hampshire,2020,13,3/28/2020,258,243,,52,,16,,20,,,,48,,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
New Hampshire,2020,14,4/4/2020,248,224,,43,,,,12,,,,54,10,12,11,11,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Hampshire,2020,15,4/11/2020,270,239,,58,11,12,,12,,,,37,,17,16,27,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
New Hampshire,2020,16,4/18/2020,242,218,,39,10,17,,,,,,40,12,16,15,42,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Hampshire,2020,17,4/25/2020,274,248,,54,,11,,18,,,,42,12,19,15,57,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Hampshire,2020,18,5/2/2020,266,244,,44,11,11,,11,,,,61,11,38,36,93,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Hampshire,2020,19,5/9/2020,292,267,,44,,,,19,,,,40,13,43,41,134,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Hampshire,2020,20,5/16/2020,285,263,,61,,,,12,,,,38,,40,35,169,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
New Hampshire,2020,21,5/23/2020,268,247,,53,,12,,12,,,,53,,35,35,204,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
New Hampshire,2020,22,5/30/2020,250,231,,35,11,,,11,,,,50,13,39,30,234,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Hampshire,2020,23,6/6/2020,259,241,,64,14,,,,,,,45,12,33,29,263,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Hampshire,2020,24,6/13/2020,302,280,,69,,15,,11,,,,61,14,31,27,290,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Hampshire,2020,25,6/20/2020,238,226,,60,,10,,,,,,43,11,13,12,302,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Hampshire,2020,26,6/27/2020,250,230,,53,,,0,,,,,55,15,24,24,326,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Hampshire,2020,27,7/4/2020,247,224,,39,,,0,12,,,,53,11,14,12,338,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Hampshire,2020,28,7/11/2020,248,219,,51,,,,10,,,,54,14,,,338,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New Hampshire,2020,29,7/18/2020,231,207,,53,,,,10,,,,54,,,,338,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
New Hampshire,2020,30,7/25/2020,266,242,,53,,15,,11,,,,61,,,,338,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
New Hampshire,2020,31,8/1/2020,247,230,,60,,,,11,,,,59,11,,,338,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New Hampshire,2020,32,8/8/2020,233,206,,43,,10,,18,,,,50,,,,338,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
New Hampshire,2020,33,8/15/2020,230,205,,47,,,,10,,,,48,11,,,338,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New Hampshire,2020,34,8/22/2020,249,227,,60,,10,,,,,,55,13,,,338,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New Hampshire,2020,35,8/29/2020,231,206,,44,13,,,17,,,,47,11,,0,338,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),
New Hampshire,2020,36,9/5/2020,233,211,0,43,,,,,,,,61,,,,338,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
New Hampshire,2020,37,9/12/2020,228,205,,47,,13,,,,,,59,,,,338,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
New Hampshire,2020,38,9/19/2020,225,204,,44,,12,,,,,,49,,,,338,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
New Hampshire,2020,39,9/26/2020,271,252,,50,,12,,15,,,,53,13,,,338,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New Hampshire,2020,40,10/3/2020,221,207,,48,,,,,,,12,46,11,,,338,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New Hampshire,2020,41,10/10/2020,254,240,,53,,,,,,,12,58,10,16,11,349,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Hampshire,2020,42,10/17/2020,253,241,,63,,,,11,,,10,59,,,,349,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
New Hampshire,2020,43,10/24/2020,231,220,,55,,10,,12,,,11,38,13,11,,349,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
New Hampshire,2020,44,10/31/2020,255,244,,55,,13,0,12,,0,,59,11,,,349,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New Hampshire,2020,45,11/7/2020,244,234,,57,,10,,,,,,47,13,,,349,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New Jersey,2019,1,1/5/2019,1527,1426,38,323,33,53,34,93,29,35,23,378,59,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,2,1/12/2019,1491,1383,44,294,31,60,31,75,45,32,21,372,75,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,3,1/19/2019,1509,1424,43,322,30,47,36,74,33,31,23,389,86,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,4,1/26/2019,1545,1447,43,312,56,48,31,72,27,35,23,407,71,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,5,2/2/2019,1573,1467,32,321,48,65,39,70,38,38,28,391,67,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,6,2/9/2019,1635,1512,50,312,51,64,34,71,48,35,18,445,71,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,7,2/16/2019,1552,1436,41,317,39,62,36,68,42,35,28,382,73,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,8,2/23/2019,1508,1392,48,305,30,64,25,79,38,35,17,369,77,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,9,3/2/2019,1567,1445,37,313,37,51,31,54,44,35,33,411,75,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,10,3/9/2019,1527,1421,45,326,49,49,39,65,39,38,23,375,80,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,11,3/16/2019,1457,1367,44,292,38,58,26,55,45,36,19,354,81,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,12,3/23/2019,1512,1428,41,305,43,54,29,62,41,29,27,379,78,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,13,3/30/2019,1443,1359,41,292,32,67,28,66,32,34,28,375,54,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,14,4/6/2019,1422,1324,40,296,47,61,28,70,38,28,17,353,71,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,15,4/13/2019,1403,1310,47,291,35,52,21,62,37,36,27,349,59,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,16,4/20/2019,1392,1309,38,289,31,44,22,64,31,24,29,364,56,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,17,4/27/2019,1313,1209,35,268,46,47,24,58,43,34,17,340,68,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,18,5/4/2019,1383,1298,40,299,45,40,27,60,29,19,25,339,67,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,19,5/11/2019,1343,1240,35,292,31,40,22,54,30,36,30,336,58,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,20,5/18/2019,1358,1248,35,292,29,41,23,58,43,28,28,322,62,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,21,5/25/2019,1387,1266,31,280,37,43,29,50,40,21,20,342,68,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,22,6/1/2019,1411,1291,36,296,38,39,21,53,32,28,16,371,58,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,23,6/8/2019,1408,1304,40,303,37,61,24,58,29,22,26,356,78,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,24,6/15/2019,1338,1235,30,288,29,40,18,59,27,33,24,334,69,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,25,6/22/2019,1294,1179,35,283,37,44,18,49,26,22,17,327,53,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,26,6/29/2019,1350,1248,44,280,37,29,15,55,28,41,21,367,60,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,27,7/6/2019,1394,1262,47,278,45,51,19,62,30,28,27,342,56,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,28,7/13/2019,1395,1278,49,308,35,51,21,56,28,30,19,359,72,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,29,7/20/2019,1338,1220,29,298,32,34,20,57,29,35,29,321,67,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,30,7/27/2019,1358,1239,27,321,36,48,20,51,34,27,16,343,64,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,31,8/3/2019,1293,1194,37,273,34,48,21,56,36,26,17,342,56,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,32,8/10/2019,1334,1183,34,284,41,51,23,41,25,31,20,303,48,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,33,8/17/2019,1311,1205,34,285,33,47,17,48,23,22,24,362,57,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,34,8/24/2019,1386,1256,30,303,34,57,12,56,29,21,24,326,70,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,35,8/31/2019,1273,1151,32,304,32,46,15,29,30,23,21,283,69,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,36,9/7/2019,1329,1226,39,304,33,53,15,44,28,39,21,315,52,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,37,9/14/2019,1294,1197,38,289,24,33,19,54,25,29,23,333,65,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,38,9/21/2019,1352,1250,32,312,35,46,18,53,38,31,22,314,55,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,39,9/28/2019,1316,1214,32,292,22,41,18,52,38,27,18,300,66,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,40,10/5/2019,1356,1215,43,282,30,55,21,51,30,28,17,324,64,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,41,10/12/2019,1409,1281,37,288,38,47,23,46,39,36,19,342,64,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,42,10/19/2019,1406,1297,38,291,26,54,20,53,27,24,25,362,71,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,43,10/26/2019,1455,1337,35,313,48,47,30,54,34,34,24,365,68,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,44,11/2/2019,1324,1210,43,276,31,46,21,46,26,39,26,312,71,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,45,11/9/2019,1465,1341,24,297,38,50,36,47,29,33,23,343,72,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,46,11/16/2019,1473,1358,43,313,37,64,27,51,37,29,21,348,73,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,47,11/23/2019,1497,1378,36,291,34,56,17,58,22,35,26,393,78,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,48,11/30/2019,1430,1325,42,305,35,49,19,46,38,39,14,373,59,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,49,12/7/2019,1540,1429,44,286,45,63,21,76,24,36,22,388,63,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,50,12/14/2019,1586,1457,40,314,41,67,26,68,36,27,26,389,86,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,51,12/21/2019,1460,1342,26,295,33,50,19,77,27,41,11,371,82,0,0,0,,,,,,,,,,,,,,,
New Jersey,2019,52,12/28/2019,1572,1454,48,294,44,55,28,62,31,37,31,432,57,0,0,0,,,,,,,,,,,,,,,
New Jersey,2020,1,1/4/2020,1628,1479,41,321,30,42,25,65,53,35,26,419,68,0,0,0,,,,,,,,,,,,,,,
New Jersey,2020,2,1/11/2020,1587,1481,38,317,44,51,37,70,40,32,21,394,66,0,0,0,,,,,,,,,,,,,,,
New Jersey,2020,3,1/18/2020,1489,1393,44,309,35,38,36,73,49,36,19,364,76,0,0,0,,,,,,,,,,,,,,,
New Jersey,2020,4,1/25/2020,1580,1455,38,310,47,52,34,64,39,36,20,393,86,0,0,0,,,,,,,,,,,,,,,
New Jersey,2020,5,2/1/2020,1516,1418,47,302,43,54,29,59,40,30,27,348,64,0,0,0,,,,,,,,,,,,,,,
New Jersey,2020,6,2/8/2020,1494,1379,30,299,36,48,26,58,43,41,21,371,80,0,0,0,,,,,,,,,,,,,,,
New Jersey,2020,7,2/15/2020,1488,1382,50,320,39,46,28,70,38,36,21,358,73,0,0,0,,,,,,,,,,,,,,,
New Jersey,2020,8,2/22/2020,1493,1387,45,300,34,52,31,71,59,22,20,381,64,0,0,0,,,,,,,,,,,,,,,
New Jersey,2020,9,2/29/2020,1571,1467,47,311,43,56,36,62,48,29,28,378,85,0,0,0,,,,,,,,,,,,,,,
New Jersey,2020,10,3/7/2020,1507,1394,43,308,42,40,38,60,43,29,19,378,72,0,0,0,,,,,,,,,,,,,,,
New Jersey,2020,11,3/14/2020,1477,1367,38,280,40,45,34,53,38,27,38,387,75,,,0,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New Jersey,2020,12,3/21/2020,1595,1517,40,306,44,48,43,65,43,57,27,379,85,37,34,34,,,,,,,,,,,,,,,
New Jersey,2020,13,3/28/2020,2123,2002,63,288,48,67,84,72,68,34,34,467,68,292,277,311,,,,,,,,,,,,,,,
New Jersey,2020,14,4/4/2020,3481,3370,62,327,101,100,110,108,73,46,59,552,108,1234,1185,1496,,,,,,,,,,,,,,,
New Jersey,2020,15,4/11/2020,4767,4663,61,324,96,124,125,116,93,46,65,634,104,2358,2278,3774,,,,,,,,,,,,,,,
New Jersey,2020,16,4/18/2020,4729,4625,45,343,105,129,84,95,64,47,46,596,92,2488,2386,6160,,,,,,,,,,,,,,,
New Jersey,2020,17,4/25/2020,3974,3867,50,268,86,101,77,101,68,42,32,527,78,2041,1914,8074,,,,,,,,,,,,,,,
New Jersey,2020,18,5/2/2020,3179,3072,48,298,66,81,60,66,50,29,35,416,72,1552,1442,9516,,,,,,,,,,,,,,,
New Jersey,2020,19,5/9/2020,2597,2470,35,285,61,66,39,51,47,32,36,392,54,1121,1010,10526,,,,,,,,,,,,,,,
New Jersey,2020,20,5/16/2020,2284,2193,39,268,49,61,34,57,38,34,28,408,90,826,741,11267,,,,,,,,,,,,,,,
New Jersey,2020,21,5/23/2020,1933,1815,27,291,43,48,29,48,29,26,22,378,73,555,487,11754,,,,,,,,,,,,,,,
New Jersey,2020,22,5/30/2020,1744,1615,39,264,43,49,30,49,34,21,28,315,68,395,347,12101,,,,,,,,,,,,,,,
New Jersey,2020,23,6/6/2020,1581,1467,23,251,40,47,20,46,30,28,26,357,43,313,254,12355,,,,,,,,,,,,,,,
New Jersey,2020,24,6/13/2020,1485,1372,27,278,35,35,17,48,30,30,22,328,54,220,183,12538,,,,,,,,,,,,,,,
New Jersey,2020,25,6/20/2020,1409,1299,38,281,32,37,23,43,32,28,31,325,54,162,127,12665,,,,,,,,,,,,,,,
New Jersey,2020,26,6/27/2020,1441,1337,34,280,40,40,19,52,32,29,24,329,65,139,105,12770,,,,,,,,,,,,,,,
New Jersey,2020,27,7/4/2020,1404,1290,33,294,46,31,16,57,31,32,28,335,56,102,78,12848,,,,,,,,,,,,,,,
New Jersey,2020,28,7/11/2020,1383,1242,28,259,31,39,11,42,28,19,29,324,65,85,59,12907,,,,,,,,,,,,,,,
New Jersey,2020,29,7/18/2020,1321,1225,34,294,32,47,23,38,17,31,24,304,64,61,40,12947,,,,,,,,,,,,,,,
New Jersey,2020,30,7/25/2020,1365,1271,33,294,38,43,23,31,25,26,31,325,54,63,48,12995,,,,,,,,,,,,,,,
New Jersey,2020,31,8/1/2020,1382,1279,32,295,34,42,14,33,39,29,46,326,63,60,46,13041,,,,,,,,,,,,,,,
New Jersey,2020,32,8/8/2020,1340,1228,44,290,26,32,28,46,40,25,37,298,77,36,27,13068,,,,,,,,,,,,,,,
New Jersey,2020,33,8/15/2020,1302,1206,24,269,45,53,20,43,30,29,50,294,49,44,33,13101,,,,,,,,,,,,,,,
New Jersey,2020,34,8/22/2020,1338,1240,46,281,29,37,17,49,38,26,43,330,55,35,30,13131,,,,,,,,,,,,,,,
New Jersey,2020,35,8/29/2020,1332,1223,29,295,44,37,15,45,27,25,45,322,63,33,21,13152,,,,,,,,,,,,,,,
New Jersey,2020,36,9/5/2020,1392,1292,29,277,46,37,20,50,29,37,54,338,52,32,26,13178,,,,,,,,,,,,,,,
New Jersey,2020,37,9/12/2020,1380,1321,37,322,39,44,18,41,35,33,73,307,61,35,30,13208,,,,,,,,,,,,,,,
New Jersey,2020,38,9/19/2020,1369,1291,30,278,39,34,19,45,18,33,75,322,80,35,27,13235,,,,,,,,,,,,,,,
New Jersey,2020,39,9/26/2020,1382,1319,41,290,38,35,11,51,37,34,80,319,79,31,27,13262,,,,,,,,,,,,,,,
New Jersey,2020,40,10/3/2020,1323,1245,33,273,31,33,21,49,31,31,77,291,79,33,26,13288,,,,,,,,,,,,,,,
New Jersey,2020,41,10/10/2020,1387,1324,31,290,50,50,29,44,34,28,87,284,67,53,40,13328,,,,,,,,,,,,,,,
New Jersey,2020,42,10/17/2020,1324,1251,38,251,33,38,15,40,53,25,81,310,56,55,50,13378,,,,,,,,,,,,,,,
New Jersey,2020,43,10/24/2020,1443,1386,38,307,33,58,21,43,38,28,85,304,57,67,58,13436,,,,,,,,,,,,,,,
New Jersey,2020,44,10/31/2020,1391,1332,36,268,30,49,14,57,38,26,69,342,49,79,68,13504,,,,,,,,,,,,,,,
New Jersey,2020,45,11/7/2020,1325,1279,42,308,39,33,19,49,29,24,71,291,65,58,52,13556,,,,,,,,,,,,,,,
New Mexico,2019,1,1/5/2019,409,365,,69,17,,10,27,,,,97,15,0,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,2,1/12/2019,447,399,10,78,12,13,,40,,,,85,22,0,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,3,1/19/2019,408,364,,76,16,15,14,28,,11,,84,12,0,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
